country_id,disaster_id,date_id,industry_id,weather_id,risk_id,sector_id,affected_population,deaths,severity_score,economic_loss_usd,insurance_loss_usd,carbon_emission_mt,avg_temperature,rainfall_mm
9,6,882,3,3,3,8,115409,134,6.5,2531784937,1889497285.0,1066.12,\N,400.1
3,2,888,8,1,3,5,248625,650,8.6,4644116100,1065719557.0,3775.89,46.6,26.3
2,2,1280,6,1,3,7,310018,1150,8.1,4432172337,2421362535.0,3493.05,46.4,28.0
1,4,924,4,1,3,3,428261,1440,7.8,5304612050,3973740331.0,2938.47,37.8,9.5
3,8,794,2,5,2,5,463312,1067,6.3,6979007649,4641064469.0,553.59,3.8,10.4
5,3,676,8,1,4,8,31617,80,9.4,917158582,611751274.0,812.96,41.7,17.1
2,7,1682,3,7,4,8,315750,1085,9.3,9511242525,2280531779.0,1323.58,\N,875.9
3,1,1492,2,3,3,6,454582,786,7.3,11866772193,7605048187.0,4162.79,20.8,370.1
4,3,1850,4,1,4,5,213385,793,9.9,3371568354,1473397125.0,3625.42,48.9,5.7
7,3,1277,5,1,4,4,284756,1007,8.9,8304994166,4276125040.0,4578.26,44.6,17.3
3,2,672,5,1,3,5,471882,433,8.9,7471354894,4502107913.0,218.65,47.5,23.6
9,2,839,4,1,3,1,31600,107,8.8,491367360,280139926.0,4115.16,45.7,20.1
8,6,1313,3,3,3,3,130923,167,6.9,2755274535,1508614911.0,168.91,16.3,369.0
4,6,1074,8,3,3,8,17658,31,7.1,428771555,168652684.0,3344.08,26.1,418.6
1,2,4,1,1,3,4,99143,238,8.8,2119201453,1080328006.0,3267.1,38.6,16.4
1,5,1655,6,4,4,2,213498,992,9.4,7413419152,1685375525.0,1376.25,32.3,671.5
1,5,1909,6,4,4,8,67332,58,8.6,2151190068,926142944.0,3756.85,27.3,698.5
1,1,1894,8,3,3,7,328467,1036,7.7,5447887968,2647102289.0,2140.31,28.1,683.5
8,2,1923,6,1,3,4,116080,419,8.1,2666543328,1182069069.0,3185.23,44.5,26.6
3,4,1286,1,1,3,2,119467,181,7.7,1776318982,870853254.0,3169.66,41.9,6.1
6,6,535,2,3,3,4,51505,67,6.5,914625790,350624016.0,4413.52,26.5,458.6
3,2,1085,8,1,3,1,164909,508,7.0,2537289874,1896956000.0,3387.06,43.0,8.8
5,5,1380,4,4,4,3,21602,68,8.9,312418925,246193407.0,3369.65,34.9,521.3
7,2,646,4,1,3,6,64173,249,8.5,1897691869,709053822.0,3002.39,42.1,22.7
2,5,24,1,4,4,6,287862,736,8.4,7370188358,4714690216.0,545.79,29.2,706.5
6,2,1317,3,1,3,5,315468,502,8.3,4265348187,3157731447.0,1540.0,46.0,3.5
6,7,557,6,7,4,7,441299,1850,9.3,10030373230,4001976139.0,2324.07,20.1,894.4
3,4,356,8,1,3,4,384323,835,8.0,7837114616,3853206465.0,1289.1,43.8,5.7
6,8,2008,7,5,2,3,433257,582,6.3,9386816184,2545788082.0,869.61,3.1,33.6
10,1,870,4,3,3,3,126708,191,8.1,1549765548,1072763393.0,2582.9,19.3,367.2
10,7,575,8,7,4,3,281579,1208,9.7,4774340892,\N,4184.09,24.0,644.8
5,4,29,5,1,3,3,82529,204,6.9,932189813,322091250.0,3188.72,32.9,1.1
2,5,365,5,4,4,3,233526,851,9.4,6750069030,2740085836.0,3488.62,24.8,309.1
9,6,409,7,3,3,7,462471,991,6.4,9503964038,4577066488.0,750.16,20.6,486.4
8,6,1315,4,3,3,5,459983,1645,7.3,10023259561,7469865355.0,3997.78,18.9,461.0
3,3,1177,6,1,4,6,45769,52,9.6,1683273974,1293262841.0,599.44,47.5,2.1
8,4,219,6,1,3,5,470487,1090,6.9,9920877076,4363198656.0,1446.07,38.8,1.2
9,2,608,6,1,3,4,88113,348,8.7,2739767999,\N,4390.89,39.9,5.1
3,1,1036,3,3,3,6,402475,410,7.3,9880721002,\N,4612.9,24.7,455.9
3,2,1540,5,1,3,6,241116,754,8.1,4804477416,2405783535.0,484.05,42.9,3.7
2,2,858,3,1,3,8,104360,159,8.4,2246787312,1650517558.0,852.5,39.1,17.3
8,4,1603,1,1,3,2,417204,1351,6.7,6222263896,3780911425.0,1824.17,44.2,6.1
10,8,969,2,5,2,4,191787,338,5.3,2211841113,756776875.0,3596.5,7.6,54.4
1,1,1501,6,3,3,7,10049,22,8.5,337138925,90391797.0,787.91,18.7,619.2
8,3,1106,1,1,4,3,227232,291,9.5,8451326160,3579678953.0,815.93,44.6,11.3
7,7,1641,2,7,4,2,161090,654,9.0,4269690450,2728626015.0,2750.0,24.7,725.6
7,2,1717,7,1,3,6,466515,807,7.5,7435082812,5695630479.0,2971.28,43.1,15.3
3,1,617,5,3,3,7,244869,619,7.5,5786866642,2500423117.0,485.36,25.6,464.7
1,3,226,2,1,4,7,198179,632,8.6,2621273997,1710809527.0,2055.16,48.7,\N
4,7,28,8,7,4,4,319769,964,8.8,11126426308,5605572292.0,3674.53,20.5,470.4
9,2,995,2,1,3,2,466697,665,8.2,14285875188,7434939683.0,1740.76,42.4,2.0
5,1,16,4,3,3,6,366019,420,8.3,6835404825,3772172496.0,1248.91,24.9,273.1
1,7,333,2,7,4,5,188094,373,8.7,4920708324,1784791147.0,616.0,27.8,\N
5,4,483,4,1,3,3,166586,181,7.4,4678234638,1712935174.0,2350.06,30.8,5.7
8,8,566,2,5,2,7,437231,799,4.9,6461574610,3538253071.0,4703.5,7.8,2.7
8,6,2162,4,3,3,2,371516,820,6.5,5650758360,2475259177.0,3089.58,15.1,362.4
5,6,2086,5,3,3,1,248180,901,7.3,7085613454,2702157258.0,379.43,16.0,503.1
9,2,454,5,1,3,8,244125,364,8.1,6727157325,4104105504.0,1329.08,40.5,4.9
1,2,166,8,1,3,8,350576,1069,7.9,9399854057,2279550213.0,3716.51,38.0,6.4
4,7,878,2,7,4,3,41583,102,8.1,607290606,171625337.0,3796.18,22.4,\N
3,1,245,7,3,3,5,187067,291,7.3,3881004222,1125659972.0,1909.97,21.0,563.6
2,6,1895,7,3,3,5,66110,140,7.3,1921242543,815514980.0,381.48,23.1,208.3
8,2,1357,3,1,3,4,395704,1520,8.4,8928031929,6685508515.0,2707.48,43.5,8.6
7,3,943,7,1,4,7,369296,926,9.8,7278011708,5486434406.0,3676.12,41.9,7.9
9,2,1953,8,1,3,6,194169,380,7.8,3029036400,1466869921.0,1692.37,45.1,25.6
2,6,1283,5,3,3,1,424747,1100,6.0,7143395046,1505557590.0,3953.91,27.7,462.9
4,5,1746,1,4,4,2,368235,885,9.9,11388624786,4846568212.0,1680.39,23.0,648.9
6,8,410,7,5,2,7,69119,72,4.6,770704497,529644326.0,885.92,6.1,41.7
3,6,2116,1,3,3,4,348382,432,6.3,5247782580,1643378016.0,4004.55,25.4,429.6
8,3,2162,4,1,4,5,311578,1017,8.7,9755912231,\N,711.64,42.2,7.7
3,1,1497,3,3,3,2,258490,1002,8.6,3659081044,2763426132.0,1259.18,22.9,427.5
2,3,386,8,1,4,5,479327,1584,8.1,10455703649,7373472129.0,4274.31,42.3,4.7
3,5,930,8,4,4,5,45439,138,8.6,788193981,171639988.0,2638.26,32.0,579.1
6,5,405,6,4,4,1,407572,830,9.0,13586820192,9264166001.0,813.37,29.1,675.6
2,2,492,4,1,3,3,180467,320,8.9,5220007975,3472874986.0,3097.37,42.7,5.4
8,2,357,2,1,3,2,451142,974,7.1,9830339065,3351370126.0,2950.43,46.2,8.9
1,6,215,7,3,3,1,439464,368,6.0,6098881392,3287196366.0,2778.72,21.8,554.4
7,4,1404,8,1,3,6,177879,291,6.0,2493152064,920217912.0,1735.71,\N,0.2
2,8,752,5,5,2,7,298477,422,4.1,4757962161,1977268762.0,2063.0,1.5,63.5
10,3,827,3,1,4,5,8454,31,8.5,189779619,39796268.0,3816.6,45.2,14.5
6,6,1238,4,3,3,5,166573,314,7.6,2428101306,988667974.0,4635.03,22.3,553.8
2,4,1122,4,1,3,1,473416,544,6.2,11341532428,3151609600.0,2910.9,39.8,2.3
2,6,666,1,3,3,6,48838,113,7.4,1362843925,1026346153.0,4665.55,16.8,597.6
10,8,2029,2,5,2,2,436460,516,4.1,4971192107,1851824987.0,920.27,-1.8,47.4
8,8,554,4,5,2,5,246131,351,6.0,2644923726,672203850.0,1485.84,\N,63.9
2,5,1573,8,4,4,6,202736,306,9.4,4533704073,2260886547.0,4187.75,24.7,550.2
7,2,328,1,1,3,2,299580,911,7.6,5564518752,3798887200.0,4817.97,39.8,18.1
3,2,1189,3,1,3,1,86432,153,8.4,2721155942,763415966.0,4457.62,41.6,8.4
8,8,150,4,5,2,5,56838,107,6.1,1152470023,716821404.0,2482.5,-2.8,28.3
7,6,1056,6,3,3,4,6808,7,6.2,164321972,100875094.0,4063.71,24.0,408.7
8,8,657,6,5,2,4,166654,413,5.1,1339498190,719843994.0,1045.62,2.3,9.2
7,2,1937,1,1,3,5,206763,693,7.9,2571015199,906297209.0,1620.57,38.4,27.2
6,1,293,6,3,3,3,153203,460,7.6,3232215612,1323327058.0,4992.91,27.3,449.0
7,6,957,8,3,3,5,446860,766,6.2,9020852192,6469751528.0,934.22,20.6,557.2
5,5,1085,2,4,4,5,396630,1641,9.0,10337764320,7801849893.0,1250.78,26.9,422.7
7,7,1613,8,7,4,5,110520,96,8.3,2336403852,784004204.0,3628.03,25.9,755.8
1,6,416,5,3,3,1,42801,108,7.4,896021814,\N,3361.96,22.7,509.9
1,6,2055,6,3,3,5,86354,171,7.8,2197830195,620041314.0,3604.37,21.2,438.0
9,2,918,8,1,3,5,68737,70,8.9,1856077716,785269993.0,4753.04,41.5,24.6
5,5,85,3,4,4,1,463296,736,8.2,14375518924,5831638096.0,642.86,22.8,731.0
5,6,957,4,3,3,5,442901,500,7.0,5081403173,1040172229.0,2910.39,15.9,370.9
3,2,1422,8,1,3,4,363093,722,7.1,9842652425,6302559182.0,1322.67,36.1,28.8
5,8,1936,1,5,2,8,456389,872,4.4,4994173549,2843208077.0,2001.62,5.5,27.9
3,3,1795,4,1,4,4,318255,630,9.8,9559425435,7341054244.0,1655.04,48.1,16.0
9,5,1417,5,4,4,7,73523,214,8.2,1260640062,275291064.0,4656.98,32.9,564.1
9,4,1071,8,1,3,6,210105,292,7.4,5618964078,2585849921.0,4734.47,42.1,0.4
6,1,1522,4,3,3,7,245670,358,7.9,6940275768,3049946206.0,2516.2,18.6,357.9
1,4,1502,4,1,3,7,124659,161,8.0,1678408776,741195422.0,3657.57,38.8,9.0
7,7,736,1,7,4,5,317469,794,8.4,4989469791,1239142829.0,1096.71,27.5,900.0
7,8,1153,8,5,2,8,312200,320,4.0,3271856000,2541927885.0,1723.07,1.9,63.7
10,5,1273,5,4,4,1,169051,258,9.2,6132426455,2797136642.0,3308.21,28.6,734.2
10,6,741,3,3,3,5,35192,67,7.8,986544374,584081500.0,3378.76,24.5,542.1
4,2,1863,1,1,3,8,125237,158,7.8,3248998443,1763259729.0,4549.37,40.0,7.6
8,7,131,7,7,4,5,90041,201,8.8,1786773604,1140457209.0,3784.56,23.1,649.4
6,5,1764,5,4,4,6,378213,1167,8.4,9813719638,2409555397.0,4221.24,23.4,731.4
4,1,1713,5,3,3,2,325296,1271,8.5,8358643368,2582755106.0,4125.68,28.5,332.7
4,5,323,4,4,4,7,72059,165,9.9,2215771014,1503684292.0,1392.87,24.2,573.5
2,7,823,2,7,4,8,232778,425,9.3,7189418363,4851664414.0,4077.51,26.6,422.0
2,2,543,2,1,3,6,125319,240,8.0,3323459880,2090430617.0,1071.39,36.4,1.9
4,4,2114,8,1,3,3,343927,642,7.3,9658536333,3954591735.0,112.38,43.1,8.8
5,3,1856,3,1,4,1,376450,1037,9.6,13563041760,4359536596.0,3098.11,43.2,16.7
8,4,2079,4,1,3,7,83665,164,7.7,1698809458,799953599.0,1853.66,44.9,4.9
6,2,885,2,1,3,3,74667,249,7.1,1672047997,462464479.0,3366.55,43.1,24.5
4,7,191,1,7,4,2,422919,866,8.3,13784664177,6217876384.0,1150.38,23.2,651.8
7,2,415,8,1,3,3,177931,154,7.3,3742120240,873224423.0,1290.11,40.5,7.6
8,8,1839,3,5,2,8,437500,839,4.7,8002925000,\N,4502.8,1.8,38.9
2,1,1814,4,3,3,5,448235,997,8.4,12376126938,8887568433.0,3340.77,23.0,449.4
7,5,1761,6,4,4,4,480136,1737,10.0,12277077520,5034943494.0,491.63,33.9,526.6
2,8,1070,1,5,2,1,260569,426,4.8,4037360313,2691057141.0,1784.2,-2.9,59.1
2,5,1722,2,4,4,8,190194,675,8.1,5521407897,\N,3268.76,22.8,321.3
8,4,375,2,1,3,1,230172,701,7.7,3557055070,1016064424.0,3596.75,39.3,\N
2,7,558,2,7,4,8,434176,755,9.4,9680735436,2340888649.0,2510.29,29.5,\N
9,3,1281,2,1,4,5,85368,310,8.5,2817613524,1747815352.0,1297.16,45.9,18.3
1,3,1945,5,1,4,6,74163,182,8.3,1410847246,354539235.0,3362.13,41.0,7.8
9,1,1597,6,3,3,7,281633,545,8.4,6969402871,1933689239.0,465.4,28.8,510.2
1,2,1129,3,1,3,7,351041,755,8.1,7532251632,3343286991.0,3970.85,37.4,23.4
10,1,1361,3,3,3,7,221413,747,7.0,3742986765,2693001859.0,3791.34,29.4,480.8
10,5,1325,2,4,4,3,83514,97,9.5,1329709908,302263007.0,1474.06,22.3,413.0
2,6,1101,3,3,3,1,374201,1204,6.8,8600635784,5761468593.0,350.68,17.6,331.3
6,6,1535,6,3,3,8,424494,1438,7.1,7462434722,2125514141.0,492.15,16.5,514.0
6,6,1254,1,3,3,8,488639,570,7.4,6548446694,4973608234.0,2161.82,18.3,387.2
1,2,1703,1,1,3,6,398817,811,7.9,11395916603,3119816132.0,959.03,44.2,7.1
7,1,32,7,3,3,7,394790,1168,7.1,8619252675,4833032514.0,2210.64,18.3,440.7
8,8,1632,3,5,2,7,16899,45,5.6,157850179,97199662.0,332.85,-4.7,47.2
2,7,58,2,7,4,2,296939,547,9.5,9670115474,2117055377.0,2242.95,28.8,782.3
8,4,1128,4,1,3,7,123430,90,6.0,2703857580,834727038.0,4518.39,43.4,1.6
9,5,312,6,4,4,2,98515,294,8.2,1715008228,969625891.0,3407.5,26.8,437.0
6,6,1753,2,3,3,3,331379,321,7.5,5358398430,3546158193.0,370.84,17.7,236.8
5,7,2002,5,7,4,8,339613,606,9.8,11259325634,\N,467.51,25.2,517.0
9,3,1398,8,1,4,2,325886,843,9.5,6990580586,5090597704.0,2563.09,49.7,8.4
9,8,1783,4,5,2,8,223287,390,5.4,4015146834,1927951009.0,1355.12,6.1,45.0
1,1,1413,6,3,3,7,303212,740,8.5,7847884590,3810089578.0,2236.12,\N,326.0
3,5,1432,5,4,4,8,372176,1303,8.1,4995234619,3326825383.0,3851.96,23.4,602.8
9,5,802,3,4,4,4,79527,180,8.9,1636411173,1171930008.0,1996.74,33.6,662.2
2,3,239,5,1,4,5,470229,1412,9.8,8142767501,\N,1537.55,46.1,12.8
4,8,1776,3,5,2,7,100796,196,6.5,1778142236,\N,4481.81,2.4,47.2
4,3,1319,5,1,4,1,380285,592,8.6,11551232932,7493765678.0,3582.18,44.5,5.1
2,3,112,4,1,4,6,498491,1231,9.9,15436870495,\N,3190.44,41.7,14.9
3,6,1329,5,3,3,5,202930,647,6.8,2443845404,1285117892.0,405.81,\N,477.4
3,8,290,2,5,2,3,50583,71,4.9,654341688,214625328.0,2529.36,0.4,45.4
1,6,1810,3,3,3,5,154400,155,6.9,3486923280,1006221465.0,4479.03,27.7,501.2
6,1,582,1,3,3,1,237294,676,8.4,4100155567,888328196.0,4120.77,24.7,299.6
8,3,370,5,1,4,7,275449,719,9.1,5090875962,2095026447.0,368.67,46.0,19.0
3,4,220,3,1,3,8,236281,500,6.4,2578298272,1962459102.0,3767.42,30.3,7.2
5,5,1897,1,4,4,6,346702,1624,9.8,8704855135,5009390814.0,4375.39,29.7,598.5
1,8,349,3,5,2,1,398005,551,4.3,2950490666,1492719576.0,1257.64,2.7,60.0
10,3,452,8,1,4,3,315196,1280,9.7,10110825768,2541374621.0,2628.86,49.9,\N
7,8,2190,7,5,2,1,353843,711,6.5,3790366216,992700092.0,4433.72,6.6,20.5
10,5,89,3,4,4,2,145177,357,8.1,3439606072,1958587079.0,4409.08,25.6,761.6
1,2,871,8,1,3,6,373176,1243,8.0,8553193920,5025843704.0,2093.27,43.4,11.1
9,7,1160,1,7,4,6,402133,973,10.0,15212691390,11389685723.0,2560.47,24.3,796.7
8,2,2043,1,1,3,5,205744,525,8.6,5892096672,2350713235.0,575.6,36.8,15.4
7,3,1875,4,1,4,4,11073,36,8.8,279075033,130577511.0,2695.01,47.3,10.3
10,5,523,6,4,4,4,78269,343,9.3,1158819506,776123112.0,4312.3,29.5,492.0
7,7,910,7,7,4,4,290354,833,8.3,5521168416,3369988396.0,905.28,28.5,711.8
5,2,442,5,1,3,3,395618,1151,8.9,13499514766,4283835384.0,2318.5,42.6,13.8
5,3,38,5,1,4,4,242660,415,9.2,7409574568,4042625850.0,3234.01,45.9,14.8
5,5,1881,7,4,4,8,110650,227,9.6,2826620640,2069989148.0,290.41,35.0,703.9
1,3,210,3,1,4,6,135175,277,9.2,3667405890,1277700889.0,230.95,44.7,18.0
8,6,1601,7,3,3,7,223166,652,7.5,3863003460,1897784278.0,4252.4,22.0,438.1
1,5,981,2,4,4,6,350016,1307,9.7,10674367948,6540689885.0,4827.03,22.2,591.8
4,2,381,8,1,3,5,245226,352,7.2,2874441081,2218136516.0,3815.78,39.8,5.9
9,3,1561,2,1,4,1,336616,359,9.5,5340412840,2019346382.0,4817.78,45.8,7.2
9,8,394,6,5,2,2,109107,58,4.0,1149551352,769233104.0,809.49,\N,71.8
5,2,1074,3,1,3,7,463300,1283,7.6,6756952520,5302692038.0,4357.41,45.6,18.7
4,3,396,4,1,4,4,214296,611,8.0,6608888640,2294127048.0,4534.09,43.3,11.2
3,8,1777,1,5,2,4,221535,588,6.0,4763888640,2750407574.0,1486.18,-0.0,71.9
3,8,2080,3,5,2,7,255383,181,6.2,4675705193,2896563385.0,3258.44,-2.7,66.6
5,1,545,8,3,3,8,395476,427,8.6,10730450307,7671821438.0,1563.94,18.8,683.9
10,8,1085,5,5,2,4,358141,1064,6.8,9529558984,6616288941.0,591.05,-2.9,69.8
1,2,553,2,1,3,2,367253,1204,8.1,8451262761,4543517299.0,4074.66,41.6,8.7
5,2,1465,8,1,3,5,290336,1073,7.6,8534949324,3710430460.0,4534.45,44.0,7.6
6,4,1154,2,1,3,7,385330,617,6.7,8207259269,2713077240.0,594.85,41.6,6.7
7,7,1378,2,7,4,7,145664,552,8.7,4704131481,\N,3258.55,23.7,766.1
9,6,1687,4,3,3,8,107020,168,6.8,1637406000,1240400280.0,4856.64,19.0,506.7
3,2,1740,5,1,3,4,375154,1358,8.9,8811279513,2194266055.0,1401.95,45.3,24.1
2,5,694,4,4,4,1,86815,281,8.9,1298830533,910586321.0,3767.42,\N,652.8
3,7,1740,1,7,4,3,333524,1065,9.3,5955404544,2186736868.0,2090.85,26.1,503.4
9,8,498,3,5,2,2,139837,171,5.6,2057953161,1445819887.0,365.36,8.6,14.5
7,3,2096,3,1,4,5,46695,72,8.2,809831384,176567417.0,3513.58,42.3,1.6
9,1,1196,7,3,3,6,258699,662,7.4,7356933901,5293610692.0,1267.28,20.6,403.9
2,5,613,2,4,4,1,277560,502,8.1,6931311588,2046542573.0,3002.27,32.3,336.6
5,7,1339,7,7,4,2,434365,1674,9.3,9048691680,\N,399.94,21.8,515.5
4,5,376,2,4,4,6,143834,568,8.6,4063454333,2003450290.0,645.11,22.1,757.0
2,5,806,1,4,4,2,450850,1196,9.8,6658423310,4465176704.0,78.55,23.3,776.6
9,5,921,8,4,4,3,175694,556,9.3,5197608310,3634055738.0,1128.32,23.1,521.7
9,7,875,4,7,4,8,14373,26,9.5,514359364,227881373.0,696.86,27.9,891.0
6,1,1444,6,3,3,3,227687,593,7.4,4055515306,2809541987.0,1503.64,24.5,\N
6,8,1420,6,5,2,6,309655,308,4.3,4449928143,2855666149.0,1060.36,8.0,31.5
8,4,1546,6,1,3,8,266831,527,6.6,6618155926,1959980669.0,1354.81,41.9,\N
6,6,1211,5,3,3,6,470363,1492,7.6,9633974966,2179129558.0,687.18,15.4,318.9
1,8,1006,1,5,2,5,339166,561,5.4,4267386612,3034832856.0,929.09,1.7,16.7
4,2,2081,3,1,3,4,100214,153,7.0,1364413610,959278850.0,1445.85,35.0,21.0
7,7,2117,3,7,4,7,126866,451,9.9,2462963837,1552836255.0,2209.57,23.1,491.4
2,5,592,4,4,4,6,425263,1402,8.7,13833507705,9985177244.0,1350.73,23.6,605.9
9,8,1215,7,5,2,8,36880,66,4.3,548542056,347884360.0,977.83,5.8,26.9
8,2,2149,1,1,3,3,24223,79,8.9,346444612,206534936.0,3200.84,35.5,29.7
8,7,1509,5,7,4,5,201888,919,9.2,3846612441,1677125986.0,1844.78,22.2,444.2
7,2,1309,1,1,3,2,103271,96,8.8,2816324095,1160742593.0,3036.62,44.0,22.0
4,5,914,1,4,4,7,128997,374,8.1,2635176515,850874453.0,2027.52,25.3,410.8
2,4,390,4,1,3,4,366303,348,7.0,5089780185,3336118929.0,2097.8,32.3,6.5
3,7,160,8,7,4,1,222749,946,9.4,5609398967,1729894987.0,1912.03,27.2,711.1
6,2,892,5,1,3,2,13960,14,8.3,296042740,152547765.0,4270.07,41.9,28.4
5,3,1071,6,1,4,7,97555,448,9.2,2288640299,1013622366.0,1949.47,47.1,17.7
8,2,1470,3,1,3,5,283023,1004,8.5,4087276654,2121983883.0,3027.07,38.0,\N
6,6,696,8,3,3,1,449736,1429,6.4,4423963084,2854974963.0,2360.76,27.0,392.0
6,5,758,2,4,4,7,45218,188,9.5,1008203137,716785883.0,2982.39,26.1,513.3
1,1,339,7,3,3,2,140374,246,9.0,4783103676,1756787323.0,1019.13,19.3,271.4
4,2,1977,6,1,3,3,401361,579,8.3,7288876304,1928853006.0,638.01,39.6,7.7
5,4,795,5,1,3,5,430699,634,7.6,8533525426,\N,2973.25,44.0,4.4
3,3,1723,3,1,4,1,395554,700,9.1,10532258136,5793163310.0,4916.59,42.8,10.7
9,3,1598,6,1,4,8,169988,480,9.2,2849406851,1912709367.0,1326.62,42.4,11.4
1,1,899,8,3,3,6,334864,876,8.3,6331407593,4053675126.0,57.59,24.9,430.7
6,8,1168,8,5,2,3,420387,758,4.1,2816340667,1899029176.0,4568.62,0.1,31.3
6,6,103,4,3,3,6,325493,527,7.5,5011778467,3184305590.0,701.42,27.4,487.1
10,1,93,7,3,3,6,204052,349,8.7,6204507138,2305657163.0,4342.68,27.4,573.1
5,6,975,5,3,3,1,56947,87,6.8,1163267758,407757876.0,2595.74,15.3,241.8
5,2,1448,5,1,3,4,184297,189,8.5,3223907421,1949096420.0,935.14,46.2,8.7
10,5,119,3,4,4,7,303026,378,9.7,9902677561,4299087236.0,1024.57,25.5,799.3
5,4,2033,3,1,3,7,350263,561,7.2,8097800349,4969949822.0,2659.52,\N,8.9
6,3,2077,1,1,4,8,303597,1088,9.0,4440106125,1826763974.0,3983.55,41.3,13.2
8,1,1535,8,3,3,4,286180,828,8.8,9441421616,6750367274.0,4062.76,20.4,286.4
2,4,1390,1,1,3,5,6682,9,7.5,169438815,122815850.0,1228.22,35.8,8.9
6,6,475,5,3,3,1,459724,1216,6.5,4557014150,3621404461.0,3569.44,15.4,525.6
1,5,435,2,4,4,7,157304,334,8.0,1936726848,1334772791.0,2424.02,27.4,478.1
4,3,1258,4,1,4,4,365367,1418,8.9,7625391973,3779538246.0,3120.87,\N,14.1
10,3,55,3,1,4,2,107047,482,9.8,2687693257,2051492800.0,691.83,\N,19.2
3,6,931,1,3,3,2,368039,1132,7.3,4951559902,1126867344.0,2200.03,27.8,329.0
9,5,1316,4,4,4,4,16784,79,9.7,608564342,142980896.0,660.1,25.9,330.6
3,3,312,7,1,4,7,273019,601,8.9,8764537843,2329776317.0,2537.62,44.3,17.5
6,5,1572,6,4,4,6,59271,56,9.4,1530483907,809093081.0,354.2,22.6,323.8
1,3,957,6,1,4,6,497898,524,8.9,12208210011,8363515052.0,711.37,47.3,19.7
6,2,1901,8,1,3,4,49209,172,7.5,1162193557,686652017.0,1659.36,45.6,8.9
4,6,757,5,3,3,5,196631,478,6.5,3707772451,2594480078.0,2580.25,15.4,412.9
8,5,1433,3,4,4,6,420115,652,9.4,13296555727,6321344071.0,617.39,29.8,463.0
9,4,1264,8,1,3,5,187384,489,7.0,3514012152,2486605744.0,4401.28,39.7,9.4
4,8,1856,6,5,2,2,152411,493,6.9,2150595415,1524160870.0,1437.6,\N,34.9
10,2,1094,7,1,3,3,448647,1370,8.9,14813875293,5082349592.0,2939.92,42.8,18.5
10,7,744,3,7,4,1,24288,89,9.0,506040480,386096081.0,752.95,\N,\N
6,4,233,1,1,3,3,115255,413,7.8,1383544071,602087303.0,3706.24,40.8,3.7
1,6,2102,6,3,3,5,143578,305,6.3,1795514679,1325326876.0,2721.36,26.5,479.5
4,3,257,2,1,4,8,403081,1802,9.6,13586086953,6695690483.0,4674.28,43.6,18.7
7,7,2029,6,7,4,8,316372,1118,8.2,5795555393,1258363972.0,3451.72,21.3,878.9
1,4,2138,3,1,3,6,456594,643,7.8,13554814759,3341723716.0,4908.76,30.2,4.7
8,2,1762,2,1,3,3,268700,463,8.6,5966537240,1886232248.0,4071.54,36.7,1.6
10,7,1930,4,7,4,5,438992,1705,8.2,8110201603,1770051973.0,2673.67,24.8,899.9
6,7,1459,6,7,4,7,123640,354,8.2,2594437031,824921728.0,1163.91,20.5,543.9
5,5,1649,3,4,4,3,60157,112,9.8,1191457510,331504284.0,1735.05,23.0,798.2
10,1,408,6,3,3,2,470974,544,8.7,15090996005,11391595418.0,1908.48,24.3,266.2
9,4,1693,6,1,3,8,148632,543,7.5,2888291340,2297152288.0,4570.1,35.5,7.3
2,1,1978,3,3,3,5,7723,17,8.8,249897744,189502478.0,1323.94,28.6,699.5
5,6,1323,2,3,3,2,32073,81,7.8,916120342,500014772.0,3624.73,25.0,337.7
6,4,1930,1,1,3,3,367499,1326,8.0,9005195496,6481807052.0,2961.24,34.4,6.5
7,4,1183,7,1,3,4,359368,324,6.2,6782280390,1510508077.0,900.62,43.5,\N
5,5,842,6,4,4,4,282967,705,9.2,6659232191,5231121435.0,1378.07,32.2,583.2
9,3,984,5,1,4,1,130285,168,8.2,3263769535,667575103.0,1455.58,45.4,6.6
1,2,1761,4,1,3,8,479974,1664,7.1,6372614798,2856884752.0,937.02,38.7,24.0
7,2,1379,3,1,3,7,469379,1772,7.6,7391404988,2415900516.0,3933.21,43.6,9.5
10,2,621,6,1,3,4,351221,420,8.7,9221869308,4538526285.0,1600.56,41.8,11.8
7,8,930,7,5,2,7,337564,731,6.7,4652273291,3489389777.0,2692.17,8.1,\N
4,6,1731,1,3,3,1,44082,94,6.5,829799568,249163687.0,3697.15,\N,335.7
9,7,975,3,7,4,3,210852,433,9.4,6717027823,2659053332.0,4845.17,28.2,\N
5,3,392,8,1,4,8,328845,552,9.7,8787889357,3014462754.0,4555.36,43.5,10.6
4,1,352,6,3,3,8,162129,499,7.1,1833727628,675866858.0,1099.94,20.0,387.6
7,2,1690,4,1,3,1,218354,752,8.1,6383120646,3668716606.0,4475.77,39.7,\N
4,8,576,5,5,2,1,10293,18,4.7,118523895,94633908.0,4238.36,0.1,35.0
3,1,1694,3,3,3,8,270096,953,7.6,7133235359,3343270126.0,198.09,25.6,323.5
9,3,1312,6,1,4,1,56249,190,9.5,1988908391,981920458.0,4428.81,47.2,6.3
8,6,523,2,3,3,7,459439,1117,6.9,5760124574,2357403778.0,2695.51,16.7,482.8
1,3,726,1,1,4,2,320692,577,8.5,9982179884,5850358278.0,998.3,45.1,9.3
